7.094415919857324297e+02,7.501877129493555003e+02,7.887892783494307878e+02
2.883591602353433814e+02,7.452311050118046296e+02,7.939912251296298962e+01
8.643190763811378474e+02,7.227532554898006083e+02,9.473890698432701356e+02
7.608866694675206190e+02,6.620701840707771453e+02,5.855863149695763923e+02
2.357082722015315710e+02,6.346572605092790127e+02,7.021231499728512517e+02
6.640540639283125302e+02,4.757011965347308546e+02,6.935001220266625523e+02
2.585067812215327194e+02,3.986019309318618298e+02,7.229445226386844752e+02
8.537319168930935120e+02,1.302397510431149612e+03,8.691862678003705014e+02
4.377433273552635455e+02,7.897573162951587733e+01,4.225698928966530730e+03
5.435244919141085120e+03,5.542274628222525052e+02,1.360901872018155245e+02
5.152853971530255421e+02,6.339206441916738186e+03,6.236052482364858633e+02
6.711433728768897709e+02,7.881011594517364756e+03,2.908397721007611949e+02
5.458623915395422728e+02,7.832264626458047132e+03,4.179006428349716202e+02
4.149448234786789840e+02,7.417928048274804951e+02,7.153800114610035052e+03
6.491125570503377276e+02,3.979697158390225127e+02,5.859974838117730542e+03
4.121684256831476887e+03,1.009233332719030614e+02,4.327156701127789802e+02
2.030327944963483731e+02,4.667881683411109179e+02,5.740817839854137219e+02
