2.403928277732474612e+02,8.518335389381431014e+03,2.228746659732059641e+02
8.509886550265073311e+03,2.269337230898457847e+02,2.198542972671166922e+02
8.491272005546888977e+03,2.117110674483188291e+02,1.975733061167280766e+02
1.352895334632765412e+02,8.454180719153411701e+03,1.708175297363224274e+02
1.676654415845646895e+02,8.388836246201746690e+03,1.926999436269318835e+02
8.286554489081689098e+03,4.232887804446961155e+01,1.491756564903427318e+02
1.761846968351126179e+02,8.146067332668599192e+03,1.375173086011939745e+02
7.753469416268788450e+01,1.259492917049754794e+02,7.983593671921700661e+03
7.803598768173278586e+03,1.305453271839771787e+02,1.552225161589081210e+02
1.336217027928953485e+02,1.146474741383366052e+02,6.961444985587330848e+03
1.211555734959107440e+02,1.084327023321870485e+02,6.190565533048591533e+03
1.001399701173847347e+02,5.052277488583342347e+03,1.151964387563792513e+02
4.436449216291207449e+03,1.186319449127134931e+02,1.067194475686933117e+02
1.387399104319478056e+02,4.035291454425692336e+03,1.443806563022061482e+02
9.831563102192298231e+01,2.142219493446102092e+02,3.176978904219790820e+03
4.026199074629328152e+02,1.873836505102513911e+03,4.035028730783687934e+02
7.940060748583501891e+02,1.489493189797736932e+02,7.019958808136985908e+02
