2.403928277732474612e+02,1.184738425719044171e+05,2.228746659732059641e+02
1.184690476855382294e+05,2.269337230898457847e+02,2.198542972671166922e+02
1.184499220394613658e+05,2.117110674483188291e+02,1.975733061167280766e+02
1.352895334632765412e+02,1.183588510576553381e+05,1.708175297363224274e+02
1.676654415845646895e+02,1.179768805974007992e+05,1.926999436269318835e+02
1.166862995298611204e+05,4.232887804446961155e+01,1.491756564903427318e+02
1.761846968351126179e+02,1.132269100333397073e+05,1.375173086011939745e+02
7.753469416268788450e+01,1.259492917049754794e+02,1.058561541995939187e+05
9.310017909285760834e+04,1.305453271839771787e+02,1.552225161589081210e+02
1.336217027928953485e+02,1.146474741383366052e+02,7.520672820226225303e+04
1.211555734959107440e+02,1.084327023321870485e+02,5.482678460944214021e+04
1.001399701173847347e+02,3.461279094819125748e+04,1.151964387563792513e+02
1.949744214468559221e+04,1.186319449127134931e+02,1.067194475686933117e+02
1.387399104319478056e+02,9.335718539591391163e+03,1.443806563022061482e+02
9.831563102192298231e+01,2.142219493446102092e+02,4.334247980146746158e+03
4.026199074629328152e+02,2.517118711317249108e+03,4.035028730783687934e+02
7.940060748583501891e+02,1.489493189797736932e+02,7.019958808136985908e+02
